make_model,body_type,price,vat,km,previous_owners,next_inspection,inspection_new,body_color,paint_type,nr_of_doors,nr_of_seats,gearing_type,cylinders,drive_chain,fuel,emission_class,comfort_convenience,entertainment_media,extras,safety_security,gears,displacement_cc,age_years,hp_kw,condition,warranty_months,upholstery_type,upholstery_color,weight_kg,combined_l_per_100km,city_l_per_100km,country_l_per_100km,emissions_g_co2/km
Audi A1,Compact,11290,VAT nondeductible,38400.0,1.0,2020-06,No,Black,metallic,5.0,5.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Electrical side mirrors,Power windows,Rain sensor,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",5.0,1422.0,3.0,66.0,Used,12.0,Cloth,Black,1195.0,3.0,3.0,3.0,99.0
Audi A1,Sedans,11440,VAT deductible,83307.0,1.0,2019-05,No,Black,metallic,3.0,4.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Power windows,Rain sensor,Start-stop system","Bluetooth,CD player,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",5.0,1422.0,3.0,66.0,Used,12.0,Cloth,Black,1195.0,3.6,4.0,3.3,95.0
Audi A1,Compact,11445,VAT deductible,39668.0,1.0,2020-03,Yes,Brown,metallic,3.0,4.0,Manual,3.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Electrical side mirrors,Power windows,Start-stop system","CD player,MP3,Radio","Alloy wheels,Catalytic Converter","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,3.0,70.0,Used,0.0,Cloth,Black,1155.0,4.4,5.2,3.9,104.0
Audi A1,Sedans,11700,VAT deductible,30353.0,1.0,2020-08,No,Black,metallic,5.0,5.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Electrical side mirrors,Heads-up display,Leather steering wheel,Power windows,Start-stop system,Tinted windows","On-board computer,Radio",Catalytic Converter,"ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,1422.0,3.0,66.0,Used,12.0,Cloth,Grey,1195.0,3.7,3.9,3.1,97.0
Audi A1,Sedans,11900,VAT nondeductible,126000.0,1.0,2020-06,No,White,metallic,5.0,4.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Parking assist system sensors rear,Rain sensor,Seat ventilation,Split rear seats,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB",Alloy wheels,"ABS,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control",5.0,1422.0,3.0,66.0,Used,0.0,Cloth,Black,1205.0,3.7,4.2,3.4,97.0
Audi A1,Compact,11949,VAT deductible,57500.0,1.0,2020-01,Yes,White,metallic,3.0,4.0,Manual,3.0,front,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Power windows,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio",Catalytic Converter,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,3.0,70.0,Used,0.0,Cloth,Black,1155.0,4.4,5.2,3.9,104.0
Audi A1,Sedans,11890,VAT nondeductible,73945.0,1.0,2020-04,Yes,White,metallic,3.0,5.0,Manual,3.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Hill Holder,Power windows,Seat heating,Start-stop system","CD player,MP3,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,3.0,70.0,Used,0.0,Cloth,Black,1110.0,4.4,5.2,3.9,104.0
Audi A1,Sedans,11600,VAT deductible,96000.0,1.0,2019-07,No,Red,metallic,5.0,5.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Electrical side mirrors,Leather steering wheel,Power windows,Start-stop system,Tinted windows",Radio,Alloy wheels,"ABS,Central door lock,Central door lock with remote control,Daytime running lights,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,1422.0,2.0,66.0,Used,0.0,Cloth,Black,1195.0,3.7,3.9,3.1,97.0
Audi A1,Sedans,11900,Price negotiable,43120.0,2.0,2019-10,No,Red,metallic,3.0,4.0,Manual,3.0,front,Benzine,Euro 6,"Leather steering wheel,Lumbar support,Power windows,Start-stop system",Radio,"Alloy wheels,Sport seats,Sport suspension","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,3.0,60.0,Used,0.0,Cloth,Black,1110.0,4.2,5.0,3.7,97.0
Audi A1,Compact,11630,VAT deductible,110715.0,1.0,2020-01,No,Silver,metallic,5.0,5.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Sport suspension","ABS,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Side airbag,Traction control",5.0,1422.0,3.0,66.0,Used,0.0,Cloth,Black,1180.0,3.825,4.2,3.45,99.0
Audi A1,Compact,11880,VAT deductible,31971.0,1.0,2020-04,Yes,Black,metallic,3.0,4.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Power windows,Start-stop system","CD player,MP3,Radio,Sound system,USB",Catalytic Converter,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,3.0,60.0,Used,12.0,Cloth,Black,1110.0,4.4,5.2,3.9,102.0
Audi A1,Compact,11800,VAT deductible,94800.0,1.0,2020-02,Yes,Grey,metallic,4.0,4.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,1422.0,3.0,66.0,Used,0.0,Cloth,Black,1165.0,3.4,3.9,3.1,91.0
Audi A1,Compact,11850,VAT deductible,85000.0,1.0,2020-02,Yes,Grey,metallic,4.0,4.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,1422.0,3.0,66.0,Used,0.0,Cloth,Black,1165.0,3.4,3.9,3.1,91.0
Audi A1,Compact,11569,VAT deductible,111265.0,1.0,2020-03,No,Black,metallic,5.0,5.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio",Alloy wheels,"ABS,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Side airbag,Traction control",5.0,1422.0,3.0,66.0,Used,0.0,Cloth,Black,1180.0,3.825,4.2,3.45,99.0
Audi A1,Sedans,11490,VAT deductible,44120.0,1.0,2021-02,No,Black,metallic,2.0,5.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,1422.0,3.0,66.0,Used,0.0,Cloth,Black,1110.0,3.6,4.1,3.3,94.0
Audi A1,Sedans,11490,VAT deductible,97976.0,1.0,2019-06,No,Black,metallic,3.0,4.0,Manual,3.0,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Power windows,Rain sensor,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio","Alloy wheels,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,3.0,70.0,Used,0.0,Cloth,Black,1110.0,4.2,5.0,3.7,99.0
Audi A1,Sedans,11500,VAT nondeductible,106000.0,1.0,2020-06,No,Grey,metallic,5.0,4.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system","CD player,MP3,On-board computer,Radio",Alloy wheels,"ABS,Alarm system,Central door lock with remote control,Driver-side airbag,Electronic stability control,Head airbag,Isofix,Passenger-side airbag,Power steering,Side airbag",5.0,1422.0,3.0,66.0,Used,0.0,Cloth,Black,1195.0,3.7,4.2,3.4,97.0
Audi A1,Sedans,11790,VAT nondeductible,60000.0,0.0,2020-06,No,Black,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Electrical side mirrors,Leather steering wheel,Power windows,Start-stop system",Radio,Alloy wheels,"ABS,Central door lock,Central door lock with remote control,Daytime running lights,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,1598.0,3.0,85.0,Used,12.0,Cloth,Black,1250.0,3.7,4.3,3.1,97.0
Audi A1,Compact,11490,VAT nondeductible,58000.0,2.0,2020-04,Yes,Black,metallic,2.0,4.0,Manual,3.0,front,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,CD player","Alloy wheels,Sport seats,Sport suspension","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag",5.0,999.0,3.0,60.0,Used,0.0,Part leather,Black,1110.0,4.4,5.2,3.9,102.0
Audi A1,Compact,11470,VAT deductible,57454.0,1.0,2020-10,Yes,Black,metallic,3.0,4.0,Manual,3.0,front,Benzine,Euro 6,"Armrest,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Catalytic Converter,Sport suspension,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,3.0,60.0,Used,12.0,Cloth,Black,1675.0,4.4,5.2,3.9,104.0
Audi A1,Compact,11480,VAT deductible,94055.0,1.0,2020-10,No,White,metallic,4.0,4.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Electrical side mirrors,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,On-board computer,Radio","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering",5.0,1422.0,3.0,66.0,Used,0.0,Cloth,Grey,1165.0,3.825,4.2,3.45,99.0
Audi A1,Sedans,11180,VAT nondeductible,56000.0,1.0,2019-06,No,Black,metallic,5.0,4.0,Manual,3.0,front,Benzine,Euro 6,"Light sensor,Power windows,Rain sensor,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,3.0,70.0,Used,0.0,Cloth,Black,1135.0,4.2,5.0,3.7,97.0
Audi A1,Sedans,11450,VAT nondeductible,27600.0,1.0,2020-03,No,White,metallic,5.0,4.0,Manual,3.0,front,Benzine,Euro 6,"Air conditioning,Leather steering wheel,Lumbar support,Power windows,Start-stop system","On-board computer,Radio","Alloy wheels,Sport seats,Sport suspension","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,3.0,70.0,Used,0.0,Cloth,Black,1135.0,4.2,5.0,3.7,97.0
Audi A1,Compact,11100,VAT nondeductible,111670.0,1.0,2020-06,No,Black,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,1598.0,3.0,85.0,Used,12.0,Cloth,Black,1250.0,3.0,4.0,3.0,97.0
Audi A1,Compact,10900,VAT deductible,30500.0,1.0,2020-03,No,Black,metallic,3.0,4.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Electrical side mirrors,Light sensor,Power windows,Rain sensor,Start-stop system","CD player,MP3,Radio",Catalytic Converter,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,1422.0,3.0,66.0,Used,0.0,Cloth,Black,1155.0,3.8,4.2,3.5,99.0
Audi A1,Compact,10999,VAT deductible,69500.0,1.0,2020-05,No,Black,metallic,2.0,4.0,Manual,3.0,front,Benzine,Euro 5,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Power windows,Rain sensor,Start-stop system",CD player,Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag",5.0,999.0,2.0,70.0,Used,0.0,Cloth,Black,1110.0,4.4,5.2,3.9,102.0
Audi A1,Compact,10900,VAT deductible,43500.0,1.0,2019-11,No,White,metallic,2.0,4.0,Manual,3.0,front,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Power windows,Start-stop system","CD player,On-board computer,Radio",Catalytic Converter,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,3.0,60.0,Used,0.0,Cloth,Black,1110.0,4.2,5.0,3.7,97.0
Audi A1,Sedans,10950,VAT deductible,45696.0,1.0,2021-06,No,Black,metallic,3.0,5.0,Manual,3.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Electrical side mirrors,Light sensor,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","CD player,MP3,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,3.0,70.0,Used,0.0,Cloth,Black,1155.0,4.4,5.2,3.9,102.0
Audi A1,Sedans,10800,Price negotiable,34000.0,2.0,2019-12,No,Blue,metallic,3.0,4.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Leather seats,Leather steering wheel,Lumbar support,Power windows,Start-stop system","On-board computer,Radio","Alloy wheels,Sport seats,Sport suspension","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,1422.0,3.0,66.0,Used,0.0,Part leather,Black,1165.0,3.8,4.4,3.5,99.0
Audi A1,Sedans,10600,VAT nondeductible,55000.0,1.0,2020-06,No,Red,metallic,3.0,4.0,Manual,3.0,front,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Leather steering wheel,Power windows,Start-stop system,Tinted windows",Radio,Alloy wheels,"ABS,Central door lock,Central door lock with remote control,Daytime running lights,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,3.0,70.0,Used,0.0,Cloth,Black,1110.0,4.2,5.0,3.7,97.0
Audi A1,Sedans,10800,VAT deductible,99000.0,1.0,2020-01,No,Black,metallic,5.0,4.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system","Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Touch screen,Voice Control","ABS,Alarm system,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control",5.0,1422.0,3.0,66.0,Used,12.0,Cloth,Black,1205.0,3.7,4.2,3.4,97.0
Audi A1,Compact,9950,VAT deductible,118500.0,1.0,2020-05,Yes,Black,metallic,3.0,4.0,Manual,3.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Voice Control","ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,3.0,70.0,Used,12.0,Cloth,Black,1110.0,4.4,5.2,3.9,102.0
Audi A1,Sedans,10300,VAT nondeductible,85000.0,1.0,2020-07,No,Red,metallic,5.0,5.0,Manual,3.0,front,Benzine,Euro 6,"Air conditioning,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Split rear seats,Start-stop system","Bluetooth,CD player,On-board computer,Radio","Catalytic Converter,Voice Control,Winter tyres","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,3.0,70.0,Used,0.0,Cloth,Black,1135.0,4.2,5.0,3.7,97.0
Audi A1,Sedans,10000,VAT deductible,192000.0,1.0,2021-06,Yes,Black,metallic,5.0,4.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Electrical side mirrors,Leather steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Split rear seats,Start-stop system,Tinted windows","MP3,Radio",Alloy wheels,"ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",5.0,1598.0,3.0,85.0,Used,0.0,Cloth,Black,1250.0,3.9,4.7,3.4,102.0
Audi A1,Compact,10490,VAT deductible,130000.0,1.0,2020-02,Yes,White,metallic,4.0,4.0,Manual,3.0,front,Diesel,Euro 6,"Air conditioning,Electrical side mirrors,Hill Holder,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Start-stop system",CD player,Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,1422.0,3.0,66.0,Used,0.0,Cloth,Black,1165.0,3.9,4.3,3.6,102.0
Audi A1,Compact,18900,VAT nondeductible,41294.0,1.0,2020-11,No,Grey,metallic,5.0,4.0,Automatic,3.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Navigation system,Power windows,Start-stop system","On-board computer,Radio",Alloy wheels,"ABS,Alarm system,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",7.0,999.0,3.0,71.0,Used,6.0,Cloth,Grey,1065.0,4.4,5.4,3.8,103.0
Audi A1,Sedans,18900,VAT nondeductible,64000.0,1.0,2021-06,No,White,metallic,5.0,4.0,Automatic,4.0,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system,Sunroof","Bluetooth,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport seats","ABS,Adaptive headlights,Alarm system,Driver-side airbag,Electronic stability control,Fog lights,Passenger-side airbag,Power steering,Xenon headlights",7.0,1598.0,2.0,85.0,Used,12.0,Full leather,Black,1720.0,3.75,4.3,3.2,97.0
